plot,Spp,dist,azim,ht,crown w1,crown w2,crown area,herb cover,# planted
3.2.2,CEIN,1.5,25,1,12,25,342.25,,
3.2.2,CEIN,1.5,22,1,32,15,552.25,,
3.2.2,gram,,,,,,0,1,
3.2.2,forb,,,,,,0,1,
3.2.3,ARPA,2.4,303,4,253,180,46872.25,,
3.2.3,CEIN,2.5,220,4,313,230,73712.25,,
3.2.3,CEIN,1.1,345,4,110,130,14400,,
3.2.3,CEIN,2.8,345,4,180,200,36100,,
3.2.3,CEIN,3.1,340,4,170,130,22500,,
3.2.3,CEIN,3.5,220,4,210,130,28900,,
3.2.3,RIRO,0.5,113,1,20,5,156.25,,
3.2.3,CEIN,2.3,144,4,180,150,27225,,
3.2.3,CEIN,3.9,142,4,130,140,18225,,
3.2.3,RIRO,0.8,79,1,50,40,2025,,
3.2.3,ARPA,3,80,4,200,300,62500,,
3.2.3,CEIN,3.9,22,4,230,190,44100,,
3.2.3,forb,,,,,,0,2,
3.2.3,gram,,,,,,0,1,
3.2.4,ABCO,2.7,270,1,25,30,756.25,,
3.2.4,QUKE,3.1,272,1,25,15,400,,
3.2.4,PILA,3.7,85,1,10,10,100,,
3.2.4,ABCO,3.9,156,1,10,10,100,,
3.2.4,ABCO,3.6,156,1,5,5,25,,
3.2.4,ABCO,3.9,151,1,10,10,100,,
3.2.4,PSME,4,149,1,5,5,25,,
3.2.4,ABCO,4.2,147,1,10,10,100,,
3.2.4,ABCO,4.2,154,1,10,10,100,,
3.2.5,CECO,3.1,74,4,160,180,28900,,
3.2.5,CECO,3.9,103,4,150,170,25600,,
3.2.5,CECO,2.9,166,1,95,90,8556.25,,
3.2.5,CECO,3.3,163,1,30,20,625,,
3.2.5,CECO,3.6,165,2,65,55,3600,,
3.2.5,ARPA,4.1,194,1,8,8,64,,
3.2.5,CECO,3,220,2,105,130,13806.25,,
3.2.5,CECO,1.1,194,2,85,95,8100,,
3.2.5,PILA,2.4,316,4,65,90,6006.25,,
3.2.5,PILA,2.9,328,5,95,90,8556.25,,
3.2.5,CECO,2.6,13,3,130,130,16900,,
3.2.6,ABCO,2.7,213,1,8,10,81,,
3.2.6,CECO,3.2,255,2,95,80,7656.25,,
3.2.6,CECO,3.8,250,1,50,10,900,,
3.2.6,CEPR,3.9,289,1,35,30,1056.25,,
3.2.6,CEPR,2.1,300,1,35,35,1225,,
3.2.6,CECO,2,300,1,10,10,100,,
3.2.6,QUKE,3.1,311,1,12,15,182.25,,
3.2.6,CECO,3.5,314,1,30,30,900,,
3.2.6,CECO,4.1,316,1,70,65,4556.25,,
3.2.6,PSME,2.8,343,1,15,15,225,,
3.2.6,CEPR,2.1,343,1,30,30,900,,
3.2.6,CECO,2.8,60,1,65,30,2256.25,,
3.2.6,CECO,1.8,78,1,30,25,756.25,,
3.2.6,CECO,2.4,82,2,120,110,13225,,
3.2.6,CECO,3.5,78,2,55,50,2756.25,,
3.2.6,CECO,3.4,103,2,60,70,4225,,
3.2.6,CECO,3.9,110,2,75,65,4900,,
3.2.6,CECO,3,118,2,130,70,10000,,
3.2.6,CECO,1.5,131,3,140,160,22500,,
3.2.6,CECO,3.3,133,2,90,110,10000,,
3.2.6,CECO,2.2,169,2,90,90,8100,,
3.2.6,forb,,,,,,0,1,
3.2.6,gram,,,,,,0,0,
3.3.2,CEIN,0.7,107,1,60,60,3600,,
3.3.2,CEIN,3.3,95,3,50,60,3025,,
3.3.2,RIRO,3.1,95,2,60,50,3025,,
3.3.2,CEIN,3.8,107,3,100,90,9025,,
3.3.2,CEIN,3.7,116,3,130,110,14400,,
3.3.2,CEIN,4,132,3,100,90,9025,,
3.3.2,CEIN,2.6,138,4,120,140,16900,,
3.3.2,CEIN,3.8,145,1,60,40,2500,,
3.3.2,CEIN,4,145,3,70,80,5625,,
3.3.2,CEIN,3.4,160,1,40,40,1600,,
3.3.2,CEIN,2.7,160,3,80,100,8100,,
3.3.2,RIRO,2.3,160,3,80,90,7225,,
3.3.2,CEPR,0.7,162,1,30,40,1225,,
3.3.2,CEIN,1.1,216,3,100,120,12100,,
3.3.2,CEIN,3.7,193,4,130,140,18225,,
3.3.2,RIRO,3.9,213,2,70,100,7225,,
3.3.2,CEIN,3.3,235,4,150,260,42025,,
3.3.2,CEVE,3.5,253,2,60,60,3600,,
3.3.2,CEIN,4,253,4,90,110,10000,,
3.3.2,ARPA,3.8,262,4,80,80,6400,,
3.3.2,CEIN,3.5,262,4,120,110,13225,,
3.3.2,CEIN,2.6,274,4,140,160,22500,,
3.3.2,CEIN,3.1,293,1,13,20,272.25,,
3.3.2,CEIN,3.2,295,1,9,12,110.25,,
3.3.2,CEIN,2.8,312,1,28,30,841,,
3.3.2,CEIN,3.1,320,1,30,30,900,,
3.3.2,CEIN,3.2,327,3,30,35,1056.25,,
3.3.2,CEIN,3.3,329,1,25,35,900,,
3.3.2,CEIN,3.5,326,1,15,25,400,,
3.3.2,CEIN,3.1,330,2,35,60,2256.25,,
3.3.2,CEIN,3.7,330,1,15,25,400,,
3.3.2,CEIN,1.7,335,2,25,30,756.25,,
3.3.2,CEIN,1.8,345,3,70,80,5625,,
3.3.2,ARPA,2.3,345,1,13,15,196,,
3.3.2,CEIN,2.5,345,2,45,40,1806.25,,
3.3.2,CEIN,3.8,42,1,20,30,625,,
3.3.2,CEIN,0.4,18,2,40,70,3025,,
3.3.2,CEIN,0.8,45,2,70,90,6400,,
3.3.2,forb,,,,,,0,1,
3.3.2,gram,,,,,,0,0,
3.3.3,RUPA,3,184,1,15,12,182.25,,
3.3.3,RIRO,3.8,162,1,75,20,2256.25,,
3.3.3,RIRO,3.4,160,1,5,8,42.25,,
3.3.3,RIRO,3.6,159,2,50,50,2500,,
3.3.3,RIRO,3.8,157,2,40,40,1600,,
3.3.3,CEIN,3.8,154,2,40,50,2025,,
3.3.3,CEIN,3.7,147,2,75,60,4556.25,,
3.3.3,CEIN,3,150,1,25,10,306.25,,
3.3.3,CEIN,3.1,120,4,170,200,34225,,
3.3.3,CEIN,4.1,120,1,50,40,2025,,
3.3.3,CEIN,2.1,86,2,80,60,4900,,
3.3.3,CEIN,2.8,82,2,120,110,13225,,
3.3.3,RIRO,3.5,100,2,53,35,1936,,
3.3.3,RIRO,3.7,100,2,35,25,900,,
3.3.3,CEIN,4,103,2,80,110,9025,,
3.3.3,CEIN,3.3,68,2,50,45,2256.25,,
3.3.3,RIRO,3.5,48,2,50,40,2025,,
3.3.3,RIRO,1.9,30,2,33,65,2401,,
3.3.3,CEIN,2.3,14,1,30,30,900,,
3.3.3,RIRO,2.3,3,3,62,75,4692.25,,
3.3.3,RIRO,4,306,1,40,30,1225,,
3.3.3,CEIN,3.2,300,2,55,50,2756.25,,
3.3.3,CEIN,3.8,276,2,110,85,9506.25,,
3.3.3,CEIN,2.6,257,2,60,70,4225,,
3.3.3,CEIN,1.8,281,3,115,75,9025,,
3.3.3,CEIN,1.8,300,2,110,80,9025,,
3.3.3,RIRO,1.4,220,1,10,5,56.25,,
3.3.3,RIRO,2.1,202,1,12,4,64,,
3.3.3,forb,,,,,,0,5,
3.3.3,gram,,,,,,0,1,
3.3.4,CEIN,0.9,222,1,50,12,961,,
3.3.4,CEIN,1.3,217,1,25,10,306.25,,
3.3.4,CEIN,1.7,213,1,30,15,506.25,,
3.3.4,CEIN,1.9,262,1,10,5,56.25,,
3.3.4,CEIN,3.1,280,4,230,240,55225,,
3.3.4,CEIN,3.7,297,4,230,190,44100,,
3.3.4,CEIN,3.3,313,4,210,140,30625,,
3.3.4,CEIN,3.4,32,4,220,190,42025,,
3.3.4,CEIN,0.9,287,2,20,25,506.25,,
3.3.4,CEIN,3,132,4,230,200,46225,,
3.3.4,CEIN,3.8,153,4,220,230,50625,,
3.3.4,forb,,,,,,0,1,
3.3.4,gram,,,,,,0,1,
3.3.5,CEIN,3.6,165,4,195,195,38025,,
3.3.5,RIRO,2.4,175,1,25,20,506.25,,
3.3.5,SYMO,2.8,196,2,115,105,12100,,
3.3.5,SYMO,1.4,194,2,160,110,18225,,
3.3.5,RIRO,0.9,214,1,25,30,756.25,,
3.3.5,SYMO,2,219,2,170,125,21756.25,,
3.3.5,CEIN,1,220,1,22,6,196,,
3.3.5,RIRO,3,219,1,17,15,256,,
3.3.5,RIRO,2.7,227,2,10,25,306.25,,
3.3.5,CEIN,3.5,9,1,10,12,121,,
3.3.5,CEIN,3.9,236,1,10,15,156.25,,
3.3.5,CEIN,3.9,245,1,4,5,20.25,,
3.3.5,CEIN,3.8,250,1,10,20,225,,
3.3.5,CEIN,3.4,250,1,30,12,441,,
3.3.5,CEIN,3.6,257,2,30,20,625,,
3.3.5,RIRO,2.9,257,1,12,25,342.25,,
3.3.5,SYMO,3.8,260,1,130,120,15625,,
3.3.5,SYMO,3.8,276,1,100,115,11556.25,,
3.3.5,CEIN,2.1,274,2,40,30,1225,,
3.3.5,CEIN,1.9,276,2,45,35,1600,,
3.3.5,CEIN,1.8,290,2,35,35,1225,,
3.3.5,CEIN,0.8,290,1,30,20,625,,
3.3.5,CEIN,1.1,310,2,40,25,1056.25,,
3.3.5,CEIN,2.9,310,1,40,25,1056.25,,
3.3.5,CEIN,1.9,331,1,15,20,306.25,,
3.3.5,ARPA,2,350,1,15,10,156.25,,
3.3.5,CEIN,1.4,355,1,12,12,144,,
3.3.5,CEIN,1.5,360,1,12,20,256,,
3.3.5,CEIN,2.4,10,1,25,40,1056.25,,
3.3.5,CEIN,2.1,15,1,45,15,900,,
3.3.5,CEIN,2.4,15,1,20,25,506.25,,
3.3.5,CEIN,3.2,24,1,35,45,1600,,
3.3.5,CEIN,3.6,24,2,35,30,1056.25,,
3.3.5,RIRO,3.3,28,1,35,35,1225,,
3.3.5,CEIN,3.9,28,1,25,45,1225,,
3.3.5,CEIN,3.4,55,4,200,220,44100,,
3.3.5,CEIN,2.2,43,2,55,30,1806.25,,
3.3.5,CEIN,1.2,71,1,80,75,6006.25,,
3.3.5,CEIN,0.9,32,2,65,50,3306.25,,
3.3.5,CEIN,3.1,84,3,140,100,14400,,
3.3.5,forb,,,,,,0,1,
3.3.5,gram,,,,,,0,0,
3.3.6,CEIN,3.4,56,1,35,45,1600,,
3.3.6,CEIN,2.9,58,1,70,50,3600,,
3.3.6,CEIN,2.6,70,2,110,60,7225,,
3.3.6,CEIN,3.7,70,1,12,8,100,,
3.3.6,CEIN,3.8,81,2,40,20,900,,
3.3.6,PILA,3.3,90,1,10,10,100,,
3.3.6,CEIN,2.7,95,1,50,65,3306.25,,
3.3.6,CEIN,3.9,97,1,25,15,400,,
3.3.6,CEIN,3,100,2,60,25,1806.25,,
3.3.6,CEIN,1.6,99,1,30,20,625,,
3.3.6,CEIN,1.6,118,2,55,50,2756.25,,
3.3.6,CEIN,2.1,118,2,40,20,900,,
3.3.6,CEIN,3,120,2,50,75,3906.25,,
3.3.6,CEIN,2.2,130,1,35,40,1406.25,,
3.3.6,CEIN,0.5,137,2,50,30,1600,,
3.3.6,CEIN,1.6,145,2,45,45,2025,,
3.3.6,CEIN,3.2,149,2,100,75,7656.25,,
3.3.6,CEIN,3.6,159,2,35,45,1600,,
3.3.6,CEIN,2.3,152,3,100,80,8100,,
3.3.6,CEIN,3.9,167,2,50,50,2500,,
3.3.6,CEIN,3.1,170,2,70,55,3906.25,,
3.3.6,CEIN,2.3,180,3,115,100,11556.25,,
3.3.6,PILA,1.5,168,1,12,10,121,,
3.3.6,CEIN,1.5,170,2,60,40,2500,,
3.3.6,CEIN,3.6,185,1,50,50,2500,,
3.3.6,CEIN,2.6,210,2,95,100,9506.25,,
3.3.6,PILA,3.1,211,1,15,12,182.25,,
3.3.6,CEIN,3.5,221,2,120,110,13225,,
3.3.6,CEIN,3.8,237,2,45,120,6806.25,,
3.3.6,CEIN,2.6,234,2,60,45,2756.25,,
3.3.6,CEIN,3,245,2,70,50,3600,,
3.3.6,CEPR,3.4,248,1,50,30,1600,,
3.3.6,CEIN,4,248,2,45,50,2256.25,,
3.3.6,CEIN,2,253,2,35,30,1056.25,,
3.3.6,CEIN,3.4,265,1,55,30,1806.25,,
3.3.6,CEIN,1.8,275,2,95,70,6806.25,,
3.3.6,CEIN,2.5,275,1,25,20,506.25,,
3.3.6,CEIN,2.9,275,1,25,20,506.25,,
3.3.6,CEIN,3,291,2,45,45,2025,,
3.3.6,CEIN,1.8,295,3,80,30,3025,,
3.3.6,QUKE,3.8,318,4,55,100,6006.25,,
3.3.6,forb,,,,,,0,3,
3.3.6,gram,,,,,,0,1,
3.4.1,PIPO,1.1,35,1,8,9,72.25,,
3.4.1,CECO,3,257,4,340,260,90000,,
3.4.1,CECO,3.2,291,2,80,120,10000,,
3.4.1,CECO,4,294,2,90,80,7225,,
3.4.1,gram,,,,,,0,0,
3.4.1,forb,,,,,,0,2,
3.4.1,ABCO,,,,,,0,,4
3.4.2,CEIN,1.6,135,4,160,190,30625,,
3.4.2,CEIN,4,135,3,70,80,5625,,
3.4.2,CEIN,3.4,170,3,50,80,4225,,
3.4.2,CEIN,3.2,218,3,100,82,8281,,
3.4.2,CEIN,3.1,238,4,300,210,65025,,
3.4.2,CEIN,3.7,249,2,30,30,900,,
3.4.2,CEIN,3.8,251,2,20,30,625,,
3.4.2,CEIN,3.6,253,2,30,30,900,,
3.4.2,CEIN,3.1,253,2,40,50,2025,,
3.4.2,CEIN,2.4,260,3,130,120,15625,,
3.4.2,CEIN,3.4,271,4,100,170,18225,,
3.4.2,CEIN,2.2,274,3,140,130,18225,,
3.4.2,CEIN,3.1,275,2,50,60,3025,,
3.4.2,CEIN,3.2,280,2,60,100,6400,,
3.4.2,CEIN,3.7,280,3,60,110,7225,,
3.4.2,CEIN,3.2,300,2,50,75,3906.25,,
3.4.2,CEIN,4,305,3,60,120,8100,,
3.4.2,CEIN,3.8,330,3,100,30,4225,,
3.4.2,CEIN,2.7,330,3,100,80,8100,,
3.4.2,CEIN,2.2,335,3,100,100,10000,,
3.4.2,CEIN,2.8,355,4,140,130,18225,,
3.4.2,CEIN,3.5,55,4,380,360,136900,,
3.4.2,CEIN,2.2,105,3,220,150,34225,,
3.4.2,forb,,,,,,0,3,
3.4.2,gram,,,,,,0,0,
3.4.3,PILA,1.7,95,1,7,10,72.25,,
3.4.3,CEIN,4,58,2,60,30,2025,,
3.4.3,CEIN,2.6,18,3,45,80,3906.25,,
3.4.3,CEIN,1.3,360,2,60,70,4225,,
3.4.3,CEIN,3.1,352,2,80,125,10506.25,,
3.4.3,RIRO,2.8,360,3,60,50,3025,,
3.4.3,CEIN,3.1,350,2,90,60,5625,,
3.4.3,CEIN,3.5,350,2,85,90,7656.25,,
3.4.3,CEIN,3.1,330,2,135,120,16256.25,,
3.4.3,CEPR,2.3,324,1,40,30,1225,,
3.4.3,CEIN,1.9,320,3,70,90,6400,,
3.4.3,CEIN,1.7,318,3,130,160,21025,,
3.4.3,CEIN,1.3,323,2,50,60,3025,,
3.4.3,CEIN,0.8,317,4,94,90,8464,,
3.4.3,CEIN,2.1,288,1,25,30,756.25,,
3.4.3,CEIN,2.6,288,4,190,190,36100,,
3.4.3,CEIN,3.7,300,3,50,40,2025,,
3.4.3,unk willow,4.1,273,2,25,35,900,,
3.4.3,CEIN,3.3,253,4,130,105,13806.25,,
3.4.3,CEIN,1.7,210,4,192,170,32761,,
3.4.3,CEIN,2.4,185,3,120,120,14400,,
3.4.3,RIRO,3.4,150,1,40,75,3306.25,,
3.4.3,unk willow,3.5,131,2,30,10,400,,
3.4.3,forb,,,,,,0,4,
3.4.3,grams,,,,,,0,2,
3.4.4,CECO,2.6,146,3,120,135,16256.25,,
3.4.4,CECO,3.2,166,1,10,18,196,,
3.4.4,CECO,2.4,172,2,130,100,13225,,
3.4.4,CECO,3.9,230,2,65,50,3306.25,,
3.4.4,CECO,2.6,251,4,200,260,52900,,
3.4.4,CECO,3.2,229,1,65,95,6400,,
3.4.4,ARPA,1,255,1,20,20,400,,
3.4.4,CECO,1.4,268,1,35,40,1406.25,,
3.4.4,ARPA,2.4,268,1,20,25,506.25,,
3.4.4,CECO,2.9,279,1,70,90,6400,,
3.4.4,CECO,1.2,284,1,70,70,4900,,
3.4.4,CECO,4,282,1,55,95,5625,,
3.4.4,CECO,3.4,290,1,55,70,3906.25,,
3.4.4,CECO,3.5,304,2,70,90,6400,,
3.4.4,CECO,2.7,340,4,340,260,90000,,
3.4.4,ARPA,0.7,346,1,30,30,900,,
3.4.4,CECO,3.9,322,1,40,50,2025,,
3.4.4,CECO,0.4,58,1,40,45,1806.25,,
3.4.4,CECO,3.5,67,2,95,120,11556.25,,
3.4.4,CECO,3.2,90,2,135,105,14400,,
3.4.4,CECO,3.2,112,4,210,225,47306.25,,
3.4.4,forb,,,,,,0,3,
3.4.4,gram,,,,,,0,1,
3.4.5,CECO,3.6,129,4,300,260,78400,,
3.4.5,CECO,3.4,177,4,320,260,84100,,
3.4.5,CECO,3,203,4,330,200,70225,,
3.4.5,CECO,2.9,240,4,320,340,108900,,
3.4.5,CECO,1.7,172,3,170,190,32400,,
3.4.5,CECO,2.1,280,3,150,180,27225,,
3.4.5,CECO,3.8,296,4,240,260,62500,,
3.4.5,CECO,3.7,321,4,140,140,19600,,
3.4.5,CECO,4.1,346,4,310,260,81225,,
3.4.5,CECO,3.4,55,4,300,320,96100,,
3.4.5,forb,,,,,,0,0,
3.4.5,gram,,,,,,0,0,
3.4.6,CEIN,2.1,276,3,80,95,7656.25,,
3.4.6,CEIN,2.7,290,1,20,15,306.25,,
3.4.6,CEIN,2.9,300,2,45,30,1406.25,,
3.4.6,CEIN,4.1,302,1,45,20,1056.25,,
3.4.6,CEIN,3.2,330,2,45,40,1806.25,,
3.4.6,CEIN,2.9,338,2,30,45,1406.25,,
3.4.6,CEIN,2.2,338,2,25,20,506.25,,
3.4.6,CEIN,2.8,346,2,45,15,900,,
3.4.6,CEIN,3.4,243,1,8,12,100,,
3.4.6,CEIN,2.2,350,2,45,30,1406.25,,
3.4.6,CEIN,2.6,357,1,12,10,121,,
3.4.6,CEIN,4,26,4,70,65,4556.25,,
3.4.6,CEIN,3.4,27,2,30,30,900,,
3.4.6,CEIN,2.5,35,2,35,40,1406.25,,
3.4.6,CEIN,3,53,4,200,180,36100,,
3.4.6,CEIN,2.8,60,1,18,12,225,,
3.4.6,CEIN,2.8,92,2,25,20,506.25,,
3.4.6,CEIN,2.4,92,1,20,18,361,,
3.4.6,CEIN,1.4,115,1,10,10,100,,
3.4.6,CEIN,1.7,116,1,25,12,342.25,,
3.4.6,CEIN,2,118,2,40,30,1225,,
3.4.6,CEIN,1.6,120,2,35,30,1056.25,,
3.4.6,CEIN,0.7,171,4,95,105,10000,,
3.4.6,forb,,,,,,0,5,
3.4.6,gram,,,,,,0,0,
4.1.1,CECO,2.5,178,4,122,128,15625,,
4.1.1,RIRO,0.5,265,3,25,37,961,,
4.1.1,RIRO,1.8,60,3,80,111,9120.25,,
4.1.1,RIRO,1.9,83,3,20,30,625,,
4.1.1,CECO,3.1,155,4,145,100,15006.25,,
4.1.1,GRAM,,,,,,0,1,
4.1.1,FORB,,,,,,0,1,
4.1.2,ARPA,3.4,30,4,100,120,12100,,
4.1.2,CECO,2.3,30,4,160,195,31506.25,,
4.1.2,CECO,2.9,75,4,250,250,62500,,
4.1.2,CECO,2.7,133,4,130,290,44100,,
4.1.2,CECO,2.7,270,4,395,270,110556.25,,
4.1.2,gram,,,,,,0,1,
4.1.2,forb,,,,,,0,1,
4.1.3,RIRO,2,190,2,110,75,8556.25,,
4.1.3,RIRO,4.1,185,2,40,30,1225,,
4.1.3,RIRO,3.1,185,1,3,2,6.25,,
4.1.3,RIRO,2.7,190,1,25,10,306.25,,
4.1.3,RIRO,1.8,240,2,48,30,1521,,
4.1.3,RIRO,1.9,225,1,6,8,49,,
4.1.3,ABCO,2.2,232,4,80,80,6400,,
4.1.3,RIRO,2,270,2,90,60,5625,,
4.1.3,ABCO,3.1,261,3,35,47,1681,,
4.1.3,ABCO,3.6,261,3,50,50,2500,,
4.1.3,ABCO,3.3,280,3,50,60,3025,,
4.1.3,ABCO,3,317,5,70,90,6400,,
4.1.3,PSME,3.7,317,5,90,80,7225,,
4.1.3,CECO,3.5,345,4,420,260,115600,,
4.1.3,PILA,2.3,346,5,90,80,7225,,
4.1.3,PILA,2.4,346,5,90,80,7225,,
4.1.3,PSME,2.8,355,5,80,140,12100,,
4.1.3,ARPA,2.5,8,4,90,100,9025,,
4.1.3,RIRO,2.5,8,2,40,20,900,,
4.1.3,ABCO,2.9,42,4,50,70,3600,,
4.1.3,PSME,1.4,42,3,50,45,2256.25,,
4.1.3,RIRO,0.9,45,1,50,40,2025,,
4.1.3,RIRO,0.8,80,3,140,80,12100,,
4.1.3,ABCO,1.4,65,3,60,50,3025,,
4.1.3,ABCO,1.7,60,1,10,25,306.25,,
4.1.3,ABCO,2.4,58,4,90,80,7225,,
4.1.3,PILA,2.1,85,11,12,10,121,,
4.1.3,PSME,2.8,85,4,70,70,4900,,
4.1.3,PILA,3.9,90,1,20,10,225,,
4.1.3,PILA,4.1,95,4,60,50,3025,,
4.1.3,ABCO,3.7,111,3,60,90,5625,,
4.1.3,PSME,2.7,115,4,100,80,8100,,
4.1.3,ABCO,2,115,5,80,80,6400,,
4.1.3,PSME,1.4,113,5,100,110,11025,,
4.1.3,ABCO,2.5,143,3,40,30,1225,,
4.1.3,RIRO,2.6,142,1,10,30,400,,
4.1.3,RIRO,3.1,130,2,90,60,5625,,
4.1.3,PSME,3.6,130,5,130,110,14400,,
4.1.3,ABCO,3.6,147,1,12,15,182.25,,
4.1.3,RIRO,3.4,147,2,110,60,7225,,
4.1.3,RIRO,4.1,132,2,60,50,3025,,
4.1.3,RIRO,3,163,2,80,60,4900,,
4.1.3,PILA,4,172,4,90,90,8100,,
4.1.3,PSME,4.1,182,4,50,40,2025,,
4.1.3,gram,,,,,,0,0,
4.1.3,forbs,,,,,,0,1,
4.1.4,ARPA,3,210,4,110,200,24025,,
4.1.4,CEVE,3.5,155,4,230,200,46225,,
4.1.4,CEVE,3.3,120,4,500,480,240100,,
4.1.4,RIRO,0.7,187,1,40,10,625,,
4.1.4,RIRO,1.3,74,2,110,60,7225,,
4.1.4,QUKE,3.1,41,1,12,14,169,,
4.1.4,RIRO,3.2,35,1,5,5,25,,
4.1.4,RIRO,3.4,36,1,5,5,25,,
4.1.4,RIRO,4,18,2,55,10,1056.25,,
4.1.4,CEVE,4,328,4,490,450,220900,,
4.1.4,QUKE,3,250,4,75,70,5256.25,,
4.1.4,QUKE,1.1,149,5,90,70,6400,,
4.1.4,QUKE,2.6,125,2,30,15,506.25,,
4.1.4,forb,,,,,,0,1,
4.1.4,gram,,,,,,0,0,
4.1.5,CEIN,3.5,330,4,65,65,4225,,
4.1.5,serrated,3.9,337,1,25,30,756.25,,
4.1.5,CEIN,1.7,5,4,110,115,12656.25,,
4.1.5,serrated,0.8,5,2,50,40,2025,,
4.1.5,serrated,1.1,24,2,55,35,2025,,
4.1.5,serrated,1.3,43,2,15,15,225,,
4.1.5,serrated,1.5,61,2,40,35,1406.25,,
4.1.5,CEIN,3.1,0,2,40,35,1406.25,,
4.1.5,CEIN,2.9,7,4,60,55,3306.25,,
4.1.5,CEIN,3.1,22,4,270,260,70225,,
4.1.5,CEIN,3.3,69,4,250,230,57600,,
4.1.5,CEIN,3.3,99,4,260,240,62500,,
