plot,Spp,dist,azim,ht,crown w1,crown w2,crown area,herb cover,# planted
4.1.5,CEIN,2.5,147,4,240,330,81225,,
4.1.5,CEIN,1.6,208,4,125,160,20306.25,,
4.1.5,CEIN,3.8,190,4,260,280,72900,,
4.1.5,serrated,3.4,171,3,55,70,3906.25,,
4.1.5,serrated,3.4,219,2,160,60,12100,,
4.1.5,CEIN,2,234,4,200,260,52900,,
4.1.5,serrated,3.4,234,4,125,110,13806.25,,
4.1.5,CEIN,4.1,262,4,80,70,5625,,
4.1.5,serrated,3.1,265,2,55,55,3025,,
4.1.5,serrated,2.3,265,4,140,65,10506.25,,
4.1.5,CEIN,2.4,290,3,65,55,3600,,
4.1.5,serrated,2.5,291,3,20,20,400,,
4.1.5,serrated,0.9,290,4,95,60,6006.25,,
4.1.5,CEIN,1.9,310,4,110,115,12656.25,,
4.1.5,CEIN,3.1,301,4,70,95,6806.25,,
4.1.5,forb,,,,,,0,1,
4.1.5,gram,,,,,,0,3,
4.1.6,ARPA,2.6,331,4,160,145,23256.25,,
4.1.6,CEIN,2.7,14,4,150,160,24025,,
4.1.6,CEIN,3.3,59,4,270,280,75625,,
4.1.6,CEIN,2.1,143,4,140,200,28900,,
4.1.6,CEIN,1.5,188,4,110,130,14400,,
4.1.6,CEIN,4,235,4,140,140,19600,,
4.1.6,forb,,,,,,0,1,
4.1.6,gram,,,,,,0,6,
4.2.1,CEIN,4,96,3,100,120,12100,,
4.2.1,CEIN,3.2,96,4,110,140,15625,,
4.2.1,CEIN,2.1,96,4,110,140,15625,,
4.2.1,CEIN,3.4,113,1,25,25,625,,
4.2.1,CEIN,3.7,127,1,20,20,400,,
4.2.1,CEIN,3.3,127,1,20,25,506.25,,
4.2.1,CEIN,3.6,160,4,120,85,10506.25,,
4.2.1,CEIN,3.4,180,4,120,110,13225,,
4.2.1,CEIN,3.9,196,4,90,70,6400,,
4.2.1,CEIN,3.2,105,4,80,110,9025,,
4.2.1,CEIN,2.8,190,4,80,140,12100,,
4.2.1,CEIN,3.8,200,4,80,90,7225,,
4.2.1,CEIN,2.9,210,4,65,80,5256.25,,
4.2.1,CEIN,2.2,204,4,85,100,8556.25,,
4.2.1,CEIN,2.6,226,4,80,50,4225,,
4.2.1,CEIN,2.6,233,4,180,150,27225,,
4.2.1,CEIN,3.2,240,4,50,70,3600,,
4.2.1,CEIN,3.7,280,3,80,90,7225,,
4.2.1,CEIN,3.1,310,3,80,40,3600,,
4.2.1,CEIN,3.1,320,4,150,95,15006.25,,
4.2.1,CEIN,2.3,6,1,20,12,256,,
4.2.1,CEIN,2.1,15,1,15,25,400,,
4.2.1,CEIN,2.7,38,1,15,10,156.25,,
4.2.1,CEIN,3.3,55,2,10,15,156.25,,
4.2.1,grams,,,,,,0,0,
4.2.1,forbs,,,,,,0,1,
4.2.2,QUKE,0.7,331,1,10,5,56.25,,
4.2.2,QUKE,2.9,292,1,12,7,90.25,,
4.2.2,CEIN,3.7,280,4,110,90,10000,,
4.2.2,CEIN,4,241,4,300,260,78400,,
4.2.2,RIRO,1.6,265,2,60,25,1806.25,,
4.2.2,CEIN,3.5,177,4,350,340,119025,,
4.2.2,CEIN,2.2,132,4,220,150,34225,,
4.2.2,ARPA,3.9,94,4,350,230,84100,,
4.2.2,CEIN,3.7,346,4,530,450,240100,,
4.2.2,ABCO,3.7,346,4,60,100,6400,,
4.2.2,forb,,,,,,0,2,
4.2.2,gram,,,,,,0,3,
4.2.3,CEVE,4.1,188,2,50,70,3600,,
4.2.3,RIRO,3.7,176,3,90,55,5256.25,,
4.2.3,RIRO,1.5,90,1,10,5,56.25,,
4.2.3,CEIN,2.6,110,2,120,70,9025,,
4.2.3,RIRO,2.9,83,2,20,15,306.25,,
4.2.3,RIRO,2.9,85,1,10,10,100,,
4.2.3,RIRO,3.7,80,1,60,30,2025,,
4.2.3,RIRO,3.6,96,2,55,60,3306.25,,
4.2.3,RIRO,3.6,78,1,20,15,306.25,,
4.2.3,CEVE,3.5,78,1,30,20,625,,
4.2.3,PIPO,,,,,,0,,1
4.2.3,CEIN,3.3,40,1,15,25,400,,
4.2.3,CECO,2.7,18,4,220,230,50625,,
4.2.3,CEIN,2.7,18,4,270,170,48400,,
4.2.3,CADE,2.6,35,3,45,20,1056.25,,
4.2.3,CECO,2,360,4,130,130,16900,,
4.2.3,RIRO,2.9,343,2,45,35,1600,,
4.2.3,RIRO,2.1,321,2,35,30,1056.25,,
4.2.3,CECO,3,290,2,85,70,6006.25,,
4.2.3,CEVE,4.1,304,2,40,45,1806.25,,
4.2.3,CEVE,3.9,290,1,20,35,756.25,,
4.2.3,CEVE,2.3,260,2,40,70,3025,,
4.2.3,QUKE,1.5,220,2,60,50,3025,,
4.2.3,gram,,,,,,0,0,
4.2.3,forb,,,,,,0,1,
4.2.4,CEIN,1.4,273,1,22,27,600.25,,
4.2.4,CEIN,3.1,345,4,200,205,41006.25,,
4.2.4,CEIN,4,2,3,95,95,9025,,
4.2.4,ARPA,3.4,5,3,50,65,3306.25,,
4.2.4,CEIN,2.7,8,2,65,95,6400,,
4.2.4,CEIN,1.8,7,1,10,15,156.25,,
4.2.4,ARPA,2,42,1,15,20,306.25,,
4.2.4,CEIN,4.1,36,4,250,220,55225,,
4.2.4,CEIN,2.6,63,4,150,140,21025,,
4.2.4,CEIN,3.5,82,4,100,135,13806.25,,
4.2.4,RIRO,2.9,135,2,25,35,900,,
4.2.4,CEIN,3.1,177,4,270,250,67600,,
4.2.4,RIRO,1,209,1,12,17,210.25,,
4.2.4,CEIN,1.2,209,1,8,12,100,,
4.2.4,CEIN,3.6,229,4,350,250,90000,,
4.2.4,CEIN,3.4,247,4,160,120,19600,,
4.2.4,forb,,,,,,0,4,
4.2.4,gram,,,,,,0,1,
4.2.5,CECO,3.8,353,4,180,240,44100,,
4.2.5,ARPA,3.4,0,4,75,90,6806.25,,
4.2.5,CECO,2.6,9,3,160,180,28900,,
4.2.5,ARPA,3.5,28,4,120,120,14400,,
4.2.5,CECO,3.2,60,4,260,250,65025,,
4.2.5,ARPA,3.2,60,4,190,180,34225,,
4.2.5,CECO,2,72,3,130,135,17556.25,,
4.2.5,ARPA,2.2,94,3,70,75,5256.25,,
4.2.5,ARPA,2.1,115,4,200,150,30625,,
4.2.5,ARPA,3.6,131,4,150,185,28056.25,,
4.2.5,ARPA,2.8,150,4,150,210,32400,,
4.2.5,ARPA,2.2,205,4,175,195,34225,,
4.2.5,CECO,3.8,221,4,215,220,47306.25,,
4.2.5,CECO,2.9,265,4,270,250,67600,,
4.2.5,forb,,,,,,0,0,
4.2.5,gram,,,,,,0,0,
2.4.6,CEIN,1.9,302,4,160,115,18906.25,,
2.4.6,CEIN,3.7,301,3,70,105,7656.25,,
2.4.6,CEIN,2.4,312,4,95,90,8556.25,,
2.4.6,RIRO,3.1,322,3,55,80,4556.25,,
2.4.6,RIRO,3,326,3,65,75,4900,,
2.4.6,CEIN,2.6,331,3,50,45,2256.25,,
2.4.6,RIRO,1.6,337,1,10,12,121,,
2.4.6,CEIN,4.1,350,4,75,55,4225,,
2.4.6,CEIN,2.8,353,4,100,90,9025,,
2.4.6,CEIN,3.2,2,4,100,100,10000,,
2.4.6,CEIN,3.6,10,3,70,60,4225,,
2.4.6,CEIN,4.1,22,2,30,30,900,,
2.4.6,CEIN,4,27,2,35,45,1600,,
2.4.6,CEIN,2.9,25,3,45,55,2500,,
2.4.6,CEIN,3.7,34,2,25,35,900,,
2.4.6,RIRO,3.9,42,1,10,10,100,,
2.4.6,CEIN,4.1,42,1,20,25,506.25,,
2.4.6,CEIN,1.8,36,4,180,180,32400,,
2.4.6,ARPA,1.6,63,2,45,55,2500,,
2.4.6,CEIN,1.7,65,2,30,40,1225,,
2.4.6,RIRO,2.2,106,1,25,30,756.25,,
2.4.6,RIRO,1.6,136,2,35,30,1056.25,,
2.4.6,RIRO,3.4,138,2,35,35,1225,,
2.4.6,CEIN,3.3,140,3,40,55,2256.25,,
2.4.6,CEIN,1.3,138,3,50,75,3906.25,,
2.4.6,CEIN,0.6,138,3,45,65,3025,,
2.4.6,RIRO,2.1,189,2,30,30,900,,
2.4.6,RIRO,1.7,199,2,60,55,3306.25,,
2.4.6,CHSE,2.1,198,2,45,40,1806.25,,
2.4.6,CHSE,1.6,200,2,12,12,144,,
2.4.6,CEIN,1.5,200,2,40,20,900,,
2.4.6,CHSE,1.7,214,2,45,50,2256.25,,
2.4.6,RIRO,1.7,228,2,45,25,1225,,
2.4.6,CEIN,2.9,243,4,230,230,52900,,
2.4.6,forb,,,,,,0,2,
2.4.6,gram,,,,,,0,2,
4.3.1,CECO,2.6,94,3,100,118,11881,,
4.3.1,QUKE,4.1,160,2,13,11,144,,
4.3.1,QUKE,3.3,168,2,13,15,196,,
4.3.1,CEPR,2.9,196,1,30,40,1225,,
4.3.1,CEPR,3.7,208,1,25,40,1056.25,,
4.3.1,CEPR,2.8,204,1,15,20,306.25,,
4.3.1,CECO,3,222,4,140,130,18225,,
4.3.1,CECO,2.3,222,2,25,40,1056.25,,
4.3.1,CECO,1.7,240,2,45,50,2256.25,,
4.3.1,CECO,4.2,242,2,25,35,900,,
4.3.1,CECO,2.2,253,3,50,80,4225,,
4.3.1,CEIN,1.9,307,3,30,40,1225,,
4.3.1,CECO,1.9,307,4,150,130,19600,,
4.3.1,CECO,3.8,339,4,170,140,24025,,
4.3.1,CECO,2.5,335,2,25,35,900,,
4.3.1,CECO,2.7,336,2,20,30,625,,
4.3.1,CECO,2,336,2,30,40,1225,,
4.3.1,CEIN,2,349,3,30,35,1056.25,,
4.3.1,QUKE,2.2,350,2,6,11,72.25,,
4.3.1,CECO,2.3,349,1,8,18,169,,
4.3.1,CECO,2.9,357,1,16,21,342.25,,
4.3.1,CEPR,3.4,358,1,50,17,1122.25,,
4.3.1,CEPR,3.1,7,1,30,25,756.25,,
4.3.1,CECO,3.3,9,2,30,25,756.25,,
4.3.1,CEIN,3.4,11,2,35,35,1225,,
4.3.1,CECO,2.8,12,4,120,130,15625,,
4.3.1,CECO,2.2,10,2,20,30,625,,
4.3.1,CECO,2.3,28,2,30,30,900,,
4.3.1,CECO,2,40,2,25,40,1056.25,,
4.3.1,CECO,2.1,57,2,80,50,4225,,
4.3.1,gram,,,,,,0,1,
4.3.1,forb,,,,,,0,1,
4.3.2,CECO,1.3,209,2,120,85,10506.25,,
4.3.2,RIRO,3.7,215,3,145,80,12656.25,,
4.3.2,CECO,2.6,250,1,85,110,9506.25,,
4.3.2,CECO,3.1,260,2,115,120,13806.25,,
4.3.2,CECO,3.4,265,1,55,40,2256.25,,
4.3.2,CECO,3.5,275,2,70,75,5256.25,,
4.3.2,CECO,3.5,285,1,75,65,4900,,
4.3.2,CECO,2.2,287,4,250,274,68644,,
4.3.2,CECO,3.4,307,2,95,95,9025,,
4.3.2,forb,,,,,,0,2,
4.3.2,gram,,,,,,0,0,
4.3.2,PIPO,,,,,,0,,4
4.3.3,CEIN,2.3,265,1,25,30,756.25,,
4.3.3,CEIN,2.4,170,1,8,10,81,,
4.3.3,CEIN,3.9,182,4,140,160,22500,,
4.3.3,CEIN,4.1,197,4,120,130,15625,,
4.3.3,CEIN,1.1,290,2,25,20,506.25,,
4.3.3,CEIN,1.5,290,4,170,90,16900,,
4.3.3,CEIN,2.1,290,4,160,180,28900,,
4.3.3,CEIN,3,273,4,130,180,24025,,
4.3.3,CEIN,4.1,278,4,100,110,11025,,
4.3.3,CEIN,3.4,288,4,140,120,16900,,
4.3.3,CEIN,3.6,295,4,110,150,16900,,
4.3.3,CEIN,1.4,84,1,15,20,306.25,,
4.3.3,CEIN,2,57,2,20,40,900,,
4.3.3,CEIN,2.6,50,2,55,30,1806.25,,
4.3.3,CEIN,3.3,50,1,30,35,1056.25,,
4.3.3,CEIN,3.1,45,1,20,12,256,,
4.3.3,CEIN,3.1,40,1,15,14,210.25,,
4.3.3,CEPR,3.5,42,1,60,30,2025,,
4.3.3,CEIN,3.5,42,2,40,55,2256.25,,
4.3.3,CEIN,4.1,25,2,45,50,2256.25,,
4.3.3,CEIN,3.2,78,3,40,75,3306.25,,
4.3.3,CEIN,1.7,132,2,40,35,1406.25,,
4.3.3,CEIN,2.9,115,1,35,10,506.25,,
4.3.3,CEIN,2.3,135,1,28,20,576,,
4.3.3,ARPA,3.1,132,1,10,5,56.25,,
4.3.3,CHSE,4,130,1,25,20,506.25,,
4.3.3,CEIN,4.2,130,1,20,20,400,,
4.3.3,forb,,,,,,0,1,
4.3.3,gram,,,,,,0,1,
4.3.4,CEIN,1.7,355,2,45,40,1806.25,,
4.3.4,RIRO,1.3,15,2,20,30,625,,
4.3.4,CEIN,2.5,36,4,285,190,56406.25,,
4.3.4,CEIN,0.6,36,1,5,2,12.25,,
4.3.4,CEIN,2.2,108,4,170,160,27225,,
4.3.4,ARPA,3,113,3,53,45,2401,,
4.3.4,ARPA,2,156,3,55,45,2500,,
4.3.4,CEIN,3.6,138,4,90,95,8556.25,,
4.3.4,CEIN,3.8,158,4,195,170,33306.25,,
4.3.4,CEIN,2.4,162,4,150,170,25600,,
4.3.4,ARPA,0.9,230,3,60,95,6006.25,,
4.3.4,RIRO,0.9,230,1,11,5,64,,
4.3.4,CEIN,0.9,228,1,35,20,756.25,,
4.3.4,ARPA,2.4,182,2,50,40,2025,,
4.3.4,CEIN,2.8,194,4,150,170,25600,,
4.3.4,ARPA,3.8,194,4,55,60,3306.25,,
4.3.4,CEIN,2.7,216,4,100,100,10000,,
4.3.4,CEIN,4.1,220,4,170,90,16900,,
4.3.4,CEIN,3,234,2,20,50,1225,,
4.3.4,CEIN,3.1,234,2,20,50,1225,,
4.3.4,CEIN,2.8,236,1,25,20,506.25,,
4.3.4,CEIN,2.4,244,4,175,130,23256.25,,
4.3.4,CEIN,2.9,244,1,12,15,182.25,,
4.3.4,CEIN,3,244,1,25,20,506.25,,
4.3.4,CEIN,3.3,244,1,20,23,462.25,,
4.3.4,CEIN,3,248,2,30,60,2025,,
4.3.4,CEIN,3.1,249,2,40,30,1225,,
4.3.4,RIRO,3.2,262,1,15,10,156.25,,
4.3.4,CEIN,2.4,272,4,264,205,54990.25,,
4.3.4,CEIN,3,295,2,30,40,1225,,
4.3.4,CEIN,3,300,2,55,70,3906.25,,
4.3.4,CEIN,2.4,308,1,30,25,756.25,,
4.3.4,CEIN,3,308,1,15,30,506.25,,
4.3.4,CEIN,2.4,309,2,30,20,625,,
4.3.4,CEIN,3.7,309,2,80,60,4900,,
4.3.4,CEIN,3.9,310,3,60,90,5625,,
4.3.4,CEIN,3.7,315,1,15,15,225,,
4.3.4,CEIN,3.8,318,2,55,50,2756.25,,
4.3.4,CEIN,3.5,318,2,25,10,306.25,,
4.3.4,CEIN,3.1,318,1,15,25,400,,
4.3.4,QUKE,0.7,239,3,39,50,1980.25,,
4.3.4,PIPO,1.2,112,1,5,5,25,,
4.3.4,forb,,,,,,0,2,
4.3.4,gram,,,,,,0,1,
4.3.5,CEIN,1.5,203,3,60,80,4900,,
4.3.5,CEIN,1.5,174,3,80,70,5625,,
4.3.5,RIRO,1.8,182,2,35,30,1056.25,,
4.3.5,CEIN,2,182,3,105,90,9506.25,,
4.3.5,CEIN,3.5,188,4,270,250,67600,,
4.3.5,CEIN,0.9,146,4,120,130,15625,,
4.3.5,CEIN,1.9,133,3,90,110,10000,,
4.3.5,CEIN,2.7,130,3,70,110,8100,,
4.3.5,CEIN,3.5,153,4,180,130,24025,,
4.3.5,CEIN,3.4,129,4,190,200,38025,,
4.3.5,CEIN,3.7,98,4,290,320,93025,,
4.3.5,CEIN,2.5,111,4,110,80,9025,,
4.3.5,CEIN,2,77,3,80,90,7225,,
4.3.5,CEIN,1,30,3,100,70,7225,,
4.3.5,CEIN,1.7,45,2,80,70,5625,,
4.3.5,CEIN,2.3,43,1,40,45,1806.25,,
4.3.5,CEIN,2.3,32,2,50,45,2256.25,,
4.3.5,CEIN,3.1,54,2,75,55,4225,,
4.3.5,CEIN,3.6,54,2,60,50,3025,,
4.3.5,CEIN,3.1,44,2,50,70,3600,,
4.3.5,CEIN,3.9,31,2,30,40,1225,,
4.3.5,CEIN,3.4,4,4,250,230,57600,,
4.3.5,CEIN,2,356,3,100,50,5625,,
4.3.5,CEIN,2,332,2,40,50,2025,,
4.3.5,CEIN,2.7,332,3,60,75,4556.25,,
4.3.5,CEIN,4,296,4,190,260,50625,,
4.3.5,CEIN,2.7,309,3,100,80,8100,,
4.3.5,CEIN,1.5,310,3,80,70,5625,,
4.3.5,CEIN,2.2,270,4,120,160,19600,,
4.3.5,CEIN,3.7,270,4,160,170,27225,,
4.3.5,gram,,,,,,0,1,
4.3.5,forb,,,,,,0,1,
4.3.6,CEIN,2.2,182,4,270,280,75625,,
4.3.6,CEIN,1.2,226,2,50,55,2756.25,,
4.3.6,CEIN,2.9,251,4,230,260,60025,,
4.3.6,QUKE,3.1,283,2,30,25,756.25,,
4.3.6,QUKE,2.9,290,2,25,27,676,,
4.3.6,CEIN,4.1,304,4,115,85,10000,,
4.3.6,CEIN,2.5,208,1,12,18,225,,
4.3.6,CEIN,3.4,293,1,20,20,400,,
4.3.6,CEIN,3.5,307,4,110,140,15625,,
4.3.6,CEIN,3.3,18,4,290,240,70225,,
4.3.6,CEIN,1.1,18,1,25,25,625,,
4.3.6,CEIN,0.8,18,1,40,25,1056.25,,
4.3.6,CEIN,0.4,355,1,35,45,1600,,
4.3.6,CEIN,3.7,37,4,130,170,22500,,
4.3.6,CEIN,4.1,61,4,190,220,42025,,
4.3.6,CEIN,2.4,66,4,170,200,34225,,
4.3.6,CEIN,3.4,82,4,115,140,16256.25,,
4.3.6,CEIN,3.1,115,1,40,30,1225,,
4.3.6,CEIN,2.3,124,4,170,165,28056.25,,
4.3.6,CEIN,3.4,128,4,120,175,21756.25,,
4.3.6,CEIN,1.1,133,2,90,90,8100,,
4.3.6,forb,,,,,,0,1,
4.3.6,gram,,,,,,0,0,
4.4.1,CECO,2.3,23,1.1,3.2,2.6,8.41,1,0
4.4.1,CECO,3,65,25,40,50,2025,,
4.4.1,CECO,1.9,104,50,50,30,1600,,
4.4.1,CECO,2.9,128,95,320,180,62500,,
4.4.1,CECO,3,156,60,110,80,9025,,
4.4.1,CEPR,3.8,144,3,50,49,2450.25,,
4.4.1,CECO,3.6,175,45,105,85,9025,,
4.4.1,CECO,3.1,179,40,100,65,6806.25,,
4.4.1,CECO,1.9,170,35,80,55,4556.25,,
4.4.1,CECO,1.3,214,70,200,210,42025,,
4.4.1,CECO,3.3,232,80,180,260,48400,,
4.4.1,gram,,,,,,0,1,
4.4.1,forb,,,,,,0,1,
4.4.2,CECO,3.6,87,2,70,70,4900,,
4.4.2,CECO,4,150,2,80,70,5625,,
4.4.2,CECO,3.8,169,2,80,100,8100,,
4.4.2,CECO,1.6,250,4,220,180,40000,,
4.4.2,CECO,1,278,3,90,140,13225,,
4.4.2,CECO,2.7,290,3,139,180,25440.25,,
4.4.2,CECO,1.8,345,3,164,220,36864,,
4.4.2,gram,,,,,,0,1,
4.4.2,forbs,,,,,,0,1,
4.4.3,CECO,2,143,4,240,240,57600,,
4.4.3,CECO,1.7,295,4,331,333,110224,,
4.4.3,CECO,2.3,343,3,230,240,55225,,
4.4.3,CECO,3.2,267,3,260,90,30625,,
4.4.3,CECO,4.1,100,2,20,40,900,,
4.4.3,CECO,3.8,102,2,35,50,1806.25,,
4.4.3,CECO,3.2,108,2,20,30,625,,
4.4.3,forb,,,,,,0,1,
4.4.3,gram,,,,,,0,0,
4.4.4,CIVE,3.7,187,2,60,50,3025,,
4.4.4,CEIN,1.3,240,2,90,80,7225,,
4.4.4,RIRO,1.7,243,2,20,70,2025,,
4.4.4,CEVE,1.4,255,2,40,60,2500,,
4.4.4,CEVE,3.1,295,2,100,80,8100,,
4.4.4,PIPO,,,,,,0,,1
4.4.4,CEVE,1.3,107,2,80,100,8100,,
4.4.4,forb,,,,,,0,4,
4.4.4,gram,,,,,,0,0,
4.4.5,CECO,3.3,224,1,30,60,2025,,
4.4.5,CECO,3.4,235,2,50,45,2256.25,,
4.4.5,CECO,3.1,235,1,25,20,506.25,,
4.4.5,CECO,3.2,237,1,12,15,182.25,,
4.4.5,CECO,3.2,238,1,8,10,81,,
4.4.5,CECO,3.1,240,1,8,15,132.25,,
4.4.5,CECO,4.1,253,4,270,310,84100,,
4.4.5,CECO,3.1,262,2,70,50,3600,,
4.4.5,CECO,1.6,260,2,45,60,2756.25,,
4.4.5,CEIN,3.9,250,3,40,30,1225,,
4.4.5,CECO,3.9,286,2,60,65,3906.25,,
4.4.5,CEIN,3.8,295,2,60,30,2025,,
4.4.5,CEIN,2.1,347,2,80,85,6806.25,,
4.4.5,CEIN,1.6,23,3,90,90,8100,,
4.4.5,CEIN,2.4,35,3,120,140,16900,,
4.4.5,CECO,2.4,35,3,130,140,18225,,
4.4.5,CEIN,1.5,146,4,125,130,16256.25,,
4.4.5,CECO,3.4,168,1,70,50,3600,,
4.4.5,ARPA,3.4,205,1,6,8,49,,
4.4.5,gram,,,,,,0,1,
4.4.5,forb,,,,,,0,1,
4.4.6,CECO,2.6,195,4,370,310,115600,,
4.4.6,ARPA,3,226,2,35,60,2256.25,,
4.4.6,ARPA,2.3,226,2,40,65,2756.25,,
4.4.6,ARPA,2.7,243,2,45,60,2756.25,,
4.4.6,CECO,3,243,1,50,45,2256.25,,
4.4.6,CECO,1.7,246,2,55,90,5256.25,,
4.4.6,CECO,2.6,266,1,45,70,3306.25,,
4.4.6,ARPA,3.1,253,2,40,30,1225,,
4.4.6,CECO,2.5,303,4,220,260,57600,,
4.4.6,ARPA,2,274,2,40,35,1406.25,,
4.4.6,ARPA,0.8,324,2,65,95,6400,,
4.4.6,CEIN,1.7,323,1,25,20,506.25,,
4.4.6,ARPA,1.5,322,3,50,45,2256.25,,
4.4.6,ARPA,1.8,324,2,40,40,1600,,
4.4.6,ARPA,2.5,315,4,65,75,4900,,
4.4.6,ARPA,3,323,2,55,40,2256.25,,
4.4.6,ARPA,3.5,326,3,45,5,625,,
4.4.6,CECO,3.7,326,1,80,55,4556.25,,
4.4.6,CECO,3,327,2,70,25,2256.25,,
4.4.6,ARPA,2.5,345,1,18,12,225,,
4.4.6,CECO,2.5,345,2,55,70,3906.25,,
4.4.6,CECO,3.5,0,3,150,120,18225,,
4.4.6,ARPA,3.6,5,3,110,120,13225,,
4.4.6,ARPA,2.7,24,4,170,180,30625,,
4.4.6,ARPA,1.2,46,4,105,100,10506.25,,
4.4.6,CECO,2.7,48,4,220,220,48400,,
4.4.6,ARPA,2.9,62,4,90,75,6806.25,,
4.4.6,ARPA,1.8,106,2,45,45,2025,,
4.4.6,ARPA,3,106,2,95,50,5256.25,,
4.4.6,CECO,3.4,84,4,300,260,78400,,
4.4.6,CECO,3.6,113,3,115,110,12656.25,,
4.4.6,ARPA,2.4,116,3,40,50,2025,,
4.4.6,ARPA,3,130,2,40,45,1806.25,,
4.4.6,CECO,2.8,130,1,50,60,3025,,
4.4.6,CECO,2.9,116,1,40,25,1056.25,,
4.4.6,CECO,3.8,139,2,105,90,9506.25,,
4.4.6,CECO,3.4,152,2,105,80,8556.25,,
4.4.6,ARPA,3.8,160,3,65,90,6006.25,,
4.4.6,PSME,,,,,,0,,2
4.4.6,gram,,,,,,0,1,
4.4.6,forb,,,,,,0,0,
